facility_name,program_name,facility_address,facility_city,facility_zip
YU'S MPG INC,YU'S MPG INC,2 E DUARTE RD,ARCADIA,91006
CRENSHAW ENERGY & RETAIL,CRENSHAW ENERGY & RETAIL,5805 S CRENSHAW BLVD,LOS ANGELES,90043
H SALT ESQUIRE FISH & CHIPS,H SALT FISH & CHIPS,18054 SATICOY ST,RESEDA,91335
VALLARTA SUPERMARKET #1,VALLARTA SUPERMARKETS,13051 VICTORY BLVD,NORTH HOLLYWOOD,91606
EAGLE LA,EAGLE LA,4219 SANTA MONICA BLVD,LOS ANGELES,90029
MCDONALD'S # 4793,MC DONALD'S RESTAURANT M4793,13770 VAN NUYS BLVD,PACOIMA,91331
GREEN APPLE MARKET # 3,GREEN APPLE MARKET # 3,500 S SAN PEDRO ST # #B,LOS ANGELES,90013
NEW DEL MAR SPORTFISHING BOA,NEW DEL MAR SPORTFISHING BOA,13759 FIJI WAY,MARINA DEL REY,90292
7-ELEVEN # 16114B-2173,SEVEN ELEVEN # 16114B-2173,10834 SANTA MONICA BLVD,LOS ANGELES,90025
MR PETE'S BURGERS,MR PETE'S BURGERS,4154 TWEEDY BLVD,SOUTH GATE,90280
CHERRY MARKET & GAS ENTERPRISE,CHERRY MARKET & GAS ENTERPRI,2790 N CHERRY AVE,SIGNAL HILL,90755
CALABASAS AUTO SPA,CALABASAS AUTO SPA,24115 CALABASAS RD,CALABASAS,91302
THE UPPER CRUST PIZZERIA,THE UPPER CRUST PIZZERIA,243 S BEVERLY DR,BEVERLY HILLS,90212
MARQUEZ MARKET,MARQUEZ MARKET,249 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,90037
GARCIA MINI MARKET #2,GARCIA MINI MARKET #2,4050 BROADWAY PL,LOS ANGELES,90037
SUBWAY #61351,SUBWAY #61351,7021 W HOLLYWOOD BLVD #205,LOS ANGELES,90028
REGENCY THEATRES,REGENCY DTHEATRES,13917 S PIONEER BLVD,NORWALK,90650
DERIAN FOODS,DERIAN FOODS,121 W WHITTIER BLVD,MONTEBELLO,90640
CALABASAS LIQUOR & MARKET,CALABASAS LIQUOR & MARKET,5657 LAS VIRGENES RD,CALABASAS,91302
SAN PEDRO MINI MART,SAN PEDRO MINI MART,4151 S SAN PEDRO ST,LOS ANGELES,90011
ELISABEL'S MINI MART,ELISABEL'S MINI MART,6027 S HOOVER ST,LOS ANGELES,90044
STARBUCKS COFFEE #5256,STARBUCKS COFFEE #5256,445 S FIGUEROA ST STE #205,LOS ANGELES,90071
BEST DONUTS,BEST DONUTS,2514 PACIFIC COAST HWY,HERMOSA BEACH,90254
KOUTOUBIA,KOUTOUBIA,2116 WESTWOOD BLVD,LOS ANGELES,90025
TURNER'S LIQUOR,TURNER'S LIQUOR,8305 BALBOA BLVD,NORTHRIDGE,91325
ALO YOGA COFFEE,ALO YOGA COFFEE,370 N CANON DR,BEVERLY HILLS,90210
MCDONALD'S # 27753,MCDONALD'S RESTAURANT,7161 SEPULVEDA BLVD,VAN NUYS,91405
CARL'S JR,CARL'S JR,5315 W ROSECRANS AVE,HAWTHORNE,90250
ALDA LIQUOR INC,ALDA LIQUOR INC,16151 ROSCOE BLVD,NORTH HILLS,91343
LA MIRADA THEATRE,LA MIRADA THEATRE,14900 LA MIRADA BLVD,LA MIRADA,90638
PANERA BREAD,PANERA BREAD,300 N BRAND BLVD,GLENDALE,91203
BACARI PDR LLC,BACARI PDR,6805 VISTA DEL MAR LN,PLAYA DEL REY,90293
VONS MARKET #2034,VONS BAKERY #2034,13730 FOOTHILL BLVD,SYLMAR,91342
LITTLE CAESARS #5798,LITTLE CAESARS #5798,8723 E WHITTIER BLVD,PICO RIVERA,90660
LA INDIANA HOME MADE TAMALES,LA INDIANA,1142 S INDIANA ST,LOS ANGELES,90023
VENICE LIQUOR,VENICE LIQUOR,12525 VENICE BLVD,LOS ANGELES,90066
BELLY'S WEST,BELLY'S WEST,1156 W VALLEY BLVD,ALHAMBRA,91803
LUNA'S MARKET,LUNA'S MARKET,2683 E FLORENCE AVE,HUNTINGTON PARK,90255
CARL'S JR. #340,CARL'S JR. #340,14555 LAKEWOOD BLVD,PARAMOUNT,90723
LOVE LIQUOR & GROCERIES,LOVE LIQUOR & GROCERIES,823 W ANAHEIM ST,WILMINGTON,90744
EMBASSY SUITES HOTEL BAR,EMBASSY SUITES,28508 WESTINGHOUSE PL,VALENCIA,91355
VAN NESS DELI,VAN NESS DELI,375 VAN NESS AVE STE 1101,TORRANCE,90501
GOLDEN CHINA RESTAURANT,GOLDEN CHINA RESTAURANT,1115 FAIR OAKS AVE,SOUTH PASADENA,91030
WINGSTOP,WINGSTOP,1365 E GLADSTONE ST STE #600,GLENDORA,91740
PAPA JOHN'S PIZZA,PAPA JOHN'S PIZZA,11841 WILSHIRE BLVD,LOS ANGELES,90025
EL CHARRITO MARKET,EL CHARRITO MARKET,501 E 23RD ST,LOS ANGELES,90011
BEVERLY STORE,BEVERLY STORE,3255 BEVERLY BLVD,LOS ANGELES,90057
LOX OF BAGELS,LOX OF BAGELS,24427 CRENSHAW BLVD STE #E,TORRANCE,90505
CVS/PHARMACY #9607,CVS #9607,901 SILVER SPUR RD,ROLLING HILLS ESTATES,90274
G & M OIL 92,G & M OIL 92,9851 IMPERIAL HWY,DOWNEY,90242
PRINCE LIQUOR,PRINCE LIQUOR,4425 CALLE MAYOR,TORRANCE,90505
CHEVRON USA INC.,CHEVRON USA INC.,12881 ENCINITAS AVE,SYLMAR,91342
CAMPUS INN,CAMPUS INN,7214 PAINTER AVE,WHITTIER,90602
ELEVEN MARKET,ELEVEN MARKET,1059 S ALVARADO ST # C,LOS ANGELES,90006
EUROPEAN BAKING,EUROPEAN BAKING,4800 SANTA MONICA BLVD,LOS ANGELES,90029
SUBWAY #27069,SUBWAY #27069,3010 N SAN GABRIEL BLVD,ROSEMEAD,91770
ICY RUSH,ICY RUSH,2148 W SUNSET BLVD,LOS ANGELES,90026
SIX FLAGS MAGIC MOUNTAIN & SIX FLAGS HURRICANE HARBOR,SNACK 'N SHACK,26101 MAGIC MOUNTAIN PKWY,VALENCIA,91355
LA PALOMA MARKET,LA PALOMA MARKET,524 E MISSION RD,SAN GABRIEL,91776
SIX FLAGS MAGIC MOUNTAIN & SIX FLAGS HURRICANE HARBOR,WASCAL'S,26101 MAGIC MOUNTAIN PKWY,VALENCIA,91355
TUTTI FRUTTI,TUTTI FRUTTI,2604 CARSON ST,LAKEWOOD,90712
COFFEE TIME,COFFEE TIME,1514 N LONG BEACH BLVD STE A,COMPTON,90221
CHEVRON FOOD MART #57,CHEVRON FOOD MART #57,4346 E IMPERIAL HWY,LYNWOOD,90262
SEE'S CANDIES,SEE'S CANDIES,19301 VANOWEN ST,RESEDA,91335
"MGN FIVE STAR CINEMA, LLC.","MGN FIVE STAR CINEMA, LLC. - RED LOUNGE UL",128 N MARYLAND AVE,GLENDALE,91206
AL & HAMRA HALAL CAFE,AL & HAMRA HALAL CAFE,2515 ARTESIA BLVD STE #C,REDONDO BEACH,90278
ROBEK'S JUICE,ROBEK'S JUICE,941 W HUNTINGTON DR,MONROVIA,91016
WALGREENS #07950,WALGREENS #07950,15316 NORDHOFF ST,NORTH HILLS,91343
7-ELEVEN #27061 C,7-ELEVEN #27061 C,4417 E ROSECRANS AVE,COMPTON,90221
ALBITA'S GRILL,ALBITA'S GRILL,2851 CRENSHAW BLVD,LOS ANGELES,90016
LITTLE CAESARS #5748,LITTLE CAESARS #5748,130 COVINA BLVD,COVINA,91723
TARGET STORE T-2280,TARGET STORE T-2280,2700 W 120TH ST,HAWTHORNE,90250
HOOSHIK,HOOSHIK,141 N ATLANTIC BLVD STE 103,MONTEREY PARK,91754
99 CENTS DOLLAR BARGAIN,99 CENTS DOLLAR BARGAIN,6939 EASTERN AVE # C,BELL GARDENS,90201
HONDA RESTAURANT,HONDA RESTAURANT,3629 PACIFIC COAST HWY,TORRANCE,90505
GELSON'S MARKET #395,GELSON'S MARKET #395,15424 W SUNSET BLVD,PACIFIC PALISADES,90272
ALBERTSON'S #1360,ALBERTSON'S #1360 - STARBUCKS,27631 BOUQUET CANYON RD,SANTA CLARITA,91350
COURTYARD BY  MARRIOTT,COURTYARD  BY  MARRIOTT,10320 W OLYMPIC BLVD,LOS ANGELES,90064
HICCUPS,HICCUPS,552 E CARSON ST # 103,CARSON,90745
MART ONE'S,MART ONE'S,9547 E TELEGRAPH RD,PICO RIVERA,90660
VENICE RAMEN,VENICE RAMEN,515 W WASHINGTON BLVD,MARINA DEL REY,90292
TERRACE RESTAURANT & LOUNGE,TERRACE RESTAURANT & LOUNGE,17239 VENTURA BLVD,ENCINO,91316
CENTURY MARINA LIQUOR,CENTURY MARINA LIQUOR,8526 LINCOLN BLVD,LOS ANGELES,90045
QWENCH JUICE BAR,QWENCH JUICE BAR,201 N LOS ANGELES ST STE 24,LOS ANGELES,90012
JERSEY MIKE'S SUBS,JERSEY MIKE'S SUBS,1281 N HACIENDA BLVD,LA PUENTE,91744
LUCYS   #23,LUCYS   #23 - FOOD MARKET,5902 SANTA MONICA BLVD,LOS ANGELES,90038
SAINSBURY MARKET,SAINSBURY MARKET,12200 WILSHIRE BLVD,LOS ANGELES,90025
G & M OIL #144,G & M OIL #144,14477 W MERCED AVE,BALDWIN PARK,91706
YONG TAI LONG CO,YONG TAI LONG CO,949 W VALLEY BLVD,ALHAMBRA,91801
RODRIQUEZ POOL HALL,RODRIQUEZ POOL HALL,702 N AVALON BLVD,WILMINGTON,90744
RITE AID #05486,RITE AID #05486,11340 S CRENSHAW BLVD,INGLEWOOD,90303
SUN BEE LIQUOR MART,SUN BEE LIQUOR MART,8860 W SUNSET BLVD,WEST HOLLYWOOD,90069
